studentID,studentName,studentLastName,regionID
369,Wesley,Gomez,1
370,Robert,Hudson,2
371,Sharon,King,1
372,Kristie,Richmond,2
373,Brian,Ward,1
374,Gregory,Singh,2
375,Stacy,Brown,4
376,Denise,Lee,1
377,Eugene,Jordan,3
378,Curtis,Gray,2
379,Misty,Hall,3
380,William,Wood,4
381,Jon,Carrillo,1
382,Katelyn,Schroeder,4
383,Alexis,Thompson,4
384,Benjamin,Delgado,3
385,Ernest,Graham,3
386,Rachael,Wilcox,4
387,Sierra,Miller,1
388,Chelsea,Boyd,2
389,Karen,Clark,2
390,Jacob,Colon,3
391,Thomas,Thompson,2
392,Brian,Hopkins,3
393,Deborah,Rodriguez,4
394,Adrian,Allen,2
395,Andrew,Terry,1
396,Brian,Bishop,3
397,Justin,Hall,1
398,Wanda,Sanchez,3
399,Monica,Mata,2
400,Dawn,Carter,3
401,Justin,Miller,2
402,Dorothy,Shea,2
403,Amanda,Kane,1
404,Gerald,Turner,1
405,Courtney,Brown,1
406,Eric,Barnes,1
407,Hannah,Smith,3
408,Jessica,Ward,3
409,Daniel,Hall,1
410,Christine,Ramirez,1
411,Jonathan,Jackson,3
412,Natalie,Weaver,3
413,James,Avila,2
414,Lindsay,Brown,2
415,Michelle,Martinez,3
416,Brittany,Stone,4
417,Scott,Huynh,1
418,Carl,West,1
419,Amanda,Fleming,2
420,William,Walker,4
421,Andrea,Gomez,1
422,Tara,Frank,1
423,Peggy,Randall,3
424,Bonnie,Brock,4
425,Megan,Arnold,2
426,Dana,Mckenzie,2
427,Jerry,Horne,3
428,Bobby,Hudson,1
429,Patrick,Welch,2
430,Regina,Mendoza,4
431,Eric,Garcia,2
432,Sara,Tran,2
433,Gordon,Webb,2
434,Lori,Stephenson,1
435,Daniel,Chavez,4
436,Patrick,Higgins,2
437,Alex,Baker,1
438,Christine,Bennett,1
439,Ricardo,Reynolds,4
440,Jeffrey,Mccann,2
441,Rodney,Walton,4
442,Tim,Gray,2
443,Roberto,Miller,1
444,Allison,Mckay,1
445,Katelyn,Anderson,3
446,Paul,Clayton,2
447,Patrick,Dixon,4
448,Julie,Davis,2
449,Alan,Hays,1
450,Michaela,Miller,2
451,Erin,Juarez,2
452,Kim,Ruiz,2
453,Danielle,Yoder,1
454,Andrew,Lee,1
455,William,Burns,4
456,Shane,Cain,1
457,Beth,Schultz,4
458,Maria,Davis,2
459,Shane,Riley,2
460,April,Underwood,3
461,Alexa,Walker,2
462,Michael,Evans,2
463,Alisha,Lam,4
464,Jeffrey,Woods,1
465,Colin,Rodriguez,3
466,Kevin,Collins,3
467,Shelley,Edwards,3
468,Brian,Hodges,1
469,Lee,Krause,3
470,Terri,Cooper,1
471,Nancy,Cain,3
472,Debbie,Hardin,3
473,Todd,Meza,1
474,Michael,Daniel,3
475,Sharon,Flowers,1
476,Andrew,Johnson,2
477,Michael,Moore,2
478,Elizabeth,Harrington,2
479,Michael,Mcgrath,2
480,Philip,Lynch,2
481,Jaclyn,Peterson,2
482,Daniel,Miller,4
483,Martha,Villa,3
484,Sandra,Guzman,1
485,Ruth,Johnson,1
486,Joseph,Moore,1
487,Jason,Jones,1
488,Debra,Snow,1
489,Brandon,Green,2
490,Juan,Young,3
491,Joshua,Little,3
492,Kenneth,Jackson,4
493,Jodi,Gallegos,4
494,Cheryl,Ellis,2
495,Ryan,Baker,1
496,Alyssa,Zuniga,2
497,Lori,Townsend,2
498,Jonathan,Ballard,2
499,Cameron,Cole,2
500,Tammy,Clark,1
501,Jason,White,3
502,Lawrence,Frank,3
503,Andre,Warren,3
504,Allison,Weiss,3
505,Kyle,King,2
506,Dawn,Miller,4
507,Carlos,Parks,1
508,Alisha,Crosby,2
509,Christine,King,3
510,Timothy,Nichols,3
511,Joanna,Williams,2
512,Rachel,Stanton,3
513,Nathan,Francis,2
514,Allison,Hale,1
515,Philip,Blanchard,2
516,Christopher,Smith,3
517,Wayne,Hernandez,1
518,Donna,Harris,4
519,Cynthia,Benitez,2
520,Debra,West,2
521,Mark,Obrien,1
522,Richard,Williams,2
523,Matthew,Norman,3
524,Heather,Orr,1
525,Lindsay,Esparza,3
526,Emma,Brewer,2
527,Joshua,Cox,2
528,Jessica,Clark,3
529,Courtney,Morris,1
530,Ricky,Elliott,2
531,Anthony,Davies,2
532,Amanda,Marshall,1
533,Elizabeth,Potts,2
534,Patricia,Valenzuela,3
535,Nathaniel,Cook,1
536,Charles,Sanchez,3
537,Connie,Wright,1
538,Stacy,Harris,1
539,John,Hall,2
540,Kimberly,Finley,1
541,Jamie,Mcmahon,3
542,Gary,Hamilton,4
543,Yvonne,Franklin,2
544,Brandon,Allen,3
545,Daniel,Adams,1
546,Claire,Newman,4
547,Jessica,Davidson,1
548,Bonnie,Williams,2
549,Robin,Phillips,3
550,Ricky,Graham,2
551,Nicole,Lucero,1
552,Robert,Hill,2
553,Thomas,Lang,4
554,Julie,Bass,4
555,Frederick,Ortiz,4
556,Tiffany,James,1
557,Jonathan,Patterson,1
558,Wendy,Valentine,3
559,Michael,Houston,1
560,Martin,Martin,3
561,Marissa,Hunt,1
562,William,Middleton,3
563,Robert,Rosario,3
564,Dawn,Jones,3
565,Karen,Clark,4
566,Jason,Clark,4
567,Tiffany,Harris,3
568,Melissa,Knox,1
569,Holly,Lewis,2
570,Randall,Wright,2
571,Jonathan,Williams,1
572,Pamela,Miller,2
573,Andrew,Smith,1
574,Randy,Phillips,1
575,Brittany,Dillon,1
576,Jonathan,Martin,1
577,Jacqueline,Blackwell,1
578,Kyle,Davis,1
579,Brandon,Abbott,1
580,Fernando,Hayes,1
581,Dennis,Peterson,2
582,Eric,Pena,1
583,Rhonda,Garcia,4
584,Yolanda,Harris,2
585,Christian,Hernandez,2
586,Isabel,Lewis,3
587,Dana,Smith,2
588,Patrick,Davis,2
589,Derrick,Williams,2
590,Nicole,Hayes,3
591,Kenneth,Tapia,1
592,Chad,Patel,3
593,John,Walton,4
594,Victoria,Allison,1
595,Brandon,Washington,4
596,Juan,Hubbard,1
597,Amy,Day,4
598,Heather,Villanueva,1
599,Jessica,Ross,4
600,William,Walker,4
601,Sabrina,Gordon,1
602,Tracy,Vaughn,4
603,Timothy,Patterson,3
604,Joseph,Lewis,2
605,Michelle,Walsh,1
606,Gabriella,Lopez,1
607,Jake,Munoz,4
608,Richard,Jones,1
609,Alice,Martin,1
610,Kathleen,Diaz,1
611,Eric,Hamilton,3
612,Michael,Walker,2
613,Veronica,Benson,1
614,Jamie,Coleman,2
615,Raymond,Walker,2
616,Samantha,Kirby,3
617,Jean,Thomas,2
618,Lisa,Brown,2
619,Carl,Smith,4
620,Corey,Willis,2
621,Jennifer,Holmes,1
622,Annette,Nelson,1
623,Madison,Gonzales,2
624,Audrey,Copeland,2
625,Charles,Miller,2
626,Richard,Solomon,2
627,Matthew,Norton,4
628,Theresa,Lewis,4
629,William,Hahn,2
630,Matthew,Moore,1
631,Timothy,Morrison,1
632,Chase,Clark,1
633,Jody,Robertson,1
634,Jared,Nelson,4
635,Nicholas,Choi,2
636,Kathleen,Payne,2
637,David,Graves,3
638,Angela,Benjamin,3
639,Walter,Anderson,1
640,Gina,Grant,2
641,Dana,White,4
642,Justin,Paul,2
643,Zachary,Farmer,2
644,Michael,Ryan,3
645,Kyle,Harvey,1
646,Kelly,Bautista,1
647,Krystal,Melton,2
648,Charles,Cuevas,1
649,Jennifer,Avila,3
650,Dorothy,Smith,2
651,Jessica,Rodriguez,3
652,Erica,Fitzgerald,2
653,April,Mccarty,2
654,Peter,Spencer,1
655,Robert,Perez,4
656,Steven,Kelly,2
657,Marc,Mercado,2
658,Elizabeth,Anderson,4
659,Christina,Carney,4
660,Rodney,Kent,1
661,April,Mcgee,1
662,Alicia,Chase,4
663,Tiffany,Elliott,2
664,Christine,Strickland,4
665,David,Wilson,3
666,Christie,Sweeney,2
667,Julia,Giles,2
668,Stephanie,Jackson,1
669,Patrick,Morris,2
670,Alan,Ortega,4
671,Karen,Luna,1
672,Austin,Nelson,3
673,Julie,Arnold,1
674,Jennifer,Thomas,4
675,William,Conner,1
676,Elizabeth,Wheeler,1
677,Monica,Smith,2
678,Margaret,Murillo,1
679,Linda,Bennett,2
680,Deborah,Owens,1
681,Jerry,Brooks,2
682,Natalie,Simmons,4
683,Katrina,Wells,2
684,Anita,Garcia,3
685,Shawna,Cooper,2
686,Sherri,Alexander,3
687,Linda,Burke,3
688,Cathy,Wood,1
689,Cheryl,Moss,2
690,Beth,Hunt,1
691,Craig,Rose,2
692,Robert,Wilson,1
693,Jeffrey,Jordan,2
694,James,Goodman,1
695,Michael,Gibson,2
696,Sarah,Thompson,2
697,Nicole,Oconnor,1
698,Christopher,Atkins,4
699,Kaylee,Hardy,2
700,William,Merritt,2
701,Abigail,Briggs,1
702,Juan,Brown,1
703,Jared,Perez,3
704,Cheyenne,Johnson,3
705,Rachel,Fuller,1
706,Virginia,Mcdaniel,3
707,Lance,Simmons,2
708,Brianna,Williams,2
709,James,Howard,4
710,Kyle,Johnson,1
711,Benjamin,Stanton,2
712,Andrew,Baker,3
713,Elizabeth,Ramirez,2
714,Kimberly,Johnson,1
715,Mary,Johnson,2
716,Tracey,Hanson,4
717,Jessica,Carpenter,2
718,Amanda,Ellis,4
719,Daniel,Mcdonald,1
720,Bonnie,Hart,1
721,Sean,Dean,2
722,Jeffrey,Adams,2
723,Allison,Moore,4
724,Kaitlyn,Stanley,4
725,Traci,Pope,2
726,Alyssa,Cole,1
727,Jessica,Murphy,1
728,Angelica,Garcia,1
729,Megan,Miller,1
730,Margaret,Rosales,2
731,Maria,Baker,4
732,Brandon,Reynolds,4
733,Renee,Dyer,1
734,Courtney,Garcia,1
735,Debbie,Nguyen,1
736,Anna,Hayes,3
737,Jimmy,Lee,1
738,Michael,Scott,3
739,Sandy,Sloan,3
740,Dustin,Bowers,2
741,Kurt,Phillips,1
742,Sandra,Hendrix,1
743,Erica,Howard,4
744,Sandra,Mcmahon,3
745,Timothy,Murray,2
746,Emily,Cohen,3
747,Daniel,Garcia,2
748,Donna,Hanson,1
749,Laura,Scott,1
750,Angelica,Fletcher,2
751,Joseph,Hernandez,2
752,Amy,Kennedy,1
753,Stanley,Garcia,1
754,Mary,Jenkins,3
755,Phillip,Torres,2
756,Matthew,Evans,2
757,Cindy,Garza,3
758,Kimberly,Andrews,1
759,Marcus,Collins,1
760,Sean,Alexander,3
761,Sarah,Patel,1
762,Lori,Bell,1
763,Stephen,Owens,1
764,Joshua,Fernandez,1
765,Alexa,Whitehead,3
766,Belinda,Patel,4
767,Karl,Donovan,2
768,Marco,Walker,1
769,Richard,Collins,3
770,Michelle,Marquez,2
771,Stephanie,Nguyen,1
772,Brittany,Ward,2
773,Beth,Alexander,2
774,Frank,Ellison,1
775,Darrell,Smith,4
776,Jimmy,Brown,3
777,Dana,Roberts,2
778,Rachel,Turner,1
779,Russell,Mitchell,2
780,Christopher,Rivera,4
781,Ryan,Pierce,4
782,Patricia,Jones,1
783,Nathan,Wade,1
784,Jesus,Doyle,1
785,Judith,Cooke,3
786,Jeffrey,Webster,2
787,Taylor,Hopkins,1
788,Jordan,Gill,2
789,Debra,Palmer,2
790,Cory,Ross,1
791,Holly,Meza,1
792,Karen,Taylor,2
793,Lisa,Mccoy,3
794,Tammy,Livingston,1
795,Crystal,Rivera,3
796,Julia,Ingram,1
797,Jimmy,Cooper,3
798,Michael,Armstrong,3
799,David,Ford,2
800,Lauren,Burke,1
801,Kristie,Sandoval,3
802,Ann,Moore,4
803,Bradley,Reyes,2
804,Billy,Mccarthy,2
805,Theresa,Lester,2
806,Kaitlin,Brown,1
807,Julia,Martin,1
808,Chad,Juarez,2
809,Autumn,Martinez,4
810,Edward,Hayes,1
811,John,Bryant,4
812,Jennifer,Cooley,2
813,Cory,Bennett,1
814,Kerry,Williams,2
815,Kristie,Donovan,2
816,Micheal,Perez,2
817,Kristen,Bernard,2
818,Margaret,Reyes,2
819,Ryan,Lopez,3
820,Katrina,Mendez,4
821,Eric,Gross,4
822,Nathan,Hernandez,4
823,Jennifer,Anderson,2
824,Cristian,Ramirez,1
825,Douglas,Gross,2
826,David,Tran,2
827,Diane,Chen,3
828,Anthony,Goodman,1
829,Sandra,Wallace,4
830,Diane,Harris,2
831,Courtney,Garcia,3
832,Kevin,Gibbs,1
833,David,Haley,1
834,Kyle,Cabrera,3
835,Elizabeth,Phillips,2
836,Jacob,Mckinney,2
837,Karen,Anderson,2
838,Megan,Henry,1
839,Nicole,Rowe,3
840,Ebony,Poole,2
841,Melissa,Nelson,3
842,Tanner,Douglas,1
843,Amanda,Soto,1
844,Juan,Glover,1
845,Kenneth,Dodson,3
846,Samuel,Cooper,1
847,Diana,Pineda,1
848,Anne,Kelly,4
849,George,Robbins,2
850,Timothy,Grant,4
851,Christopher,Moore,4
852,Sherri,Rogers,2
853,Gabriel,Ramirez,4
854,Angela,Molina,3
855,Sean,Stewart,1
856,Jeremy,Ramirez,2
857,Patricia,Smith,1
858,Stephen,Boone,2
859,Erin,Bell,2
860,Samantha,Cowan,2
861,David,Maynard,3
862,Gerald,Lewis,3
863,William,Moore,2
864,Jeffrey,Cooper,2
865,Jeremiah,Bishop,1
866,William,Mccoy,3
867,Jeremy,Perez,1
868,Corey,Lane,3
869,Ellen,Patel,1
870,Mark,Smith,1
871,Stephen,Burch,3
872,Michelle,Vargas,1
873,Judith,Fox,1
874,Jonathan,Lopez,1
875,Alexis,White,3
876,Melanie,Roach,4
877,Stephanie,Phillips,4
878,Danielle,Keller,2
879,Sarah,White,1
880,Wendy,Lewis,2
881,Angel,Welch,1
882,Holly,Allen,2
883,David,Miller,1
884,Michael,Aguilar,4
885,Antonio,Williams,1
886,Robert,Johns,4
887,Paul,Cummings,1
888,Jeremy,Garcia,3
889,Jasmine,Jenkins,1
890,Miranda,Castaneda,2
891,Melissa,Carter,1
892,Cody,King,4
893,Justin,Edwards,2
894,Nicholas,Brown,3
895,Christina,Knight,1
896,Billy,Stephenson,4
897,Charles,Walker,4
898,Jordan,Villanueva,1
899,David,Johnson,1
900,Caitlin,Collins,1
901,Angela,Harrell,2
902,Timothy,Farrell,2
903,Isabella,Waters,4
904,Jacqueline,Jones,4
905,Stephanie,Gross,3
906,Kevin,Jones,4
907,Ronald,Hunt,3
908,Charles,Escobar,2
909,Abigail,Gay,3
910,Taylor,Gibson,1
911,John,Stone,2
912,Jeffrey,Keith,3
913,Natalie,Dunn,1
914,Deborah,Reynolds,1
915,Amber,Herrera,3
916,Heather,Larsen,1
917,Daniel,Ortiz,3
918,Miguel,Allen,2
919,Bill,Anderson,2
920,Karen,Velazquez,2
921,Sandra,Browning,3
922,Leah,Andrews,4
923,Yolanda,Allen,1
924,Laura,Anthony,1
925,Jaclyn,Hodges,3
926,Troy,Yoder,1
927,Kelsey,Haley,4
928,Alice,Garcia,1
929,Victoria,Jenkins,1
930,Mario,Patton,2
931,Priscilla,Smith,4
932,Linda,Gilbert,3
933,Thomas,Russell,1
934,Christina,Jordan,1
935,Gail,Walker,3
936,Lisa,Carlson,3
937,Marc,Burns,3
938,Timothy,Fisher,3
939,Eric,Torres,1
940,Stephen,Wagner,3
941,Eddie,Berry,3
942,John,Simpson,1
943,Christine,Lewis,3
944,Karen,Anthony,3
945,Jeffrey,Jones,1
946,Christopher,Sparks,2
947,Scott,Dorsey,1
948,Lindsay,Jackson,2
949,Diana,Guerra,1
950,Kenneth,Miller,1
951,Jessica,Webb,3
952,Elizabeth,Owens,2
953,Joel,Levine,1
954,Christopher,Jordan,4
955,Paul,Avery,1
956,Julie,Rocha,1
957,Larry,Hernandez,1
958,Roy,Carter,1
959,Michael,Rivera,2
960,Adam,Davis,2
961,Erin,Moyer,4
962,Pamela,Mitchell,1
963,Annette,Johnson,1
964,Tamara,Ferguson,3
965,Willie,Moore,2
966,William,Gallegos,3
967,Calvin,Palmer,1
968,Gary,Wolf,2
969,Cindy,Young,3
970,Jennifer,Smith,4
971,Wesley,Delgado,4
972,Michael,Roberts,1
973,Luis,Ramirez,3
974,Jennifer,Rivera,1
975,James,Perry,1
976,Erin,Gilbert,1
977,Daniel,Hernandez,4
978,Joshua,Fitzgerald,2
979,Douglas,Allen,4
980,Matthew,Cummings,2
981,Michael,Mccullough,3
982,Valerie,Rivera,1
983,Ryan,Russell,2
984,Jason,Woods,3
985,Amanda,Mitchell,3
986,Angela,Reyes,4
987,Tonya,Dodson,3
988,Heather,Chung,1
989,George,Perez,1
990,Matthew,Ellis,1
991,Travis,Martin,3
992,Derek,Rodriguez,4
993,Jean,Ramirez,1
994,Susan,Clark,2
995,Justin,Chavez,2
996,Michael,May,2
997,Danielle,Koch,2
998,Ashley,Ayala,2
999,Matthew,Walters,3
1000,Vincent,Fuentes,1
1001,Donald,Hess,1
1002,Sarah,Black,2
1003,Charles,Meyers,2
1004,Luis,Marshall,4
1005,Michael,Larson,2
1006,Brian,Hughes,1
1007,Brandon,Williams,1
1008,Cory,Malone,1
1009,Charles,Dean,2
1010,Tina,Baxter,1
1011,Catherine,Kramer,1
1012,Charles,Ward,3
1013,Bryan,Wood,2
1014,Toni,Lane,2
1015,Michael,Ramirez,4
1016,Karen,Barnes,2
1017,Arthur,Kennedy,1
1018,Joseph,Garcia,1
1019,Rebecca,Goodman,4
1020,Shawn,Smith,2
1021,Jessica,Spencer,3
1022,Robert,Martinez,2
1023,Edgar,Roy,2
1024,Mario,Watkins,2
1025,Anthony,Brown,4
1026,Travis,Martinez,2
1027,Joseph,Allen,4
1028,Monica,Bowman,2
1029,Lisa,Sutton,2
1030,Morgan,Pineda,4
1031,Jessica,Sanchez,2
1032,Benjamin,Richards,4
1033,Stanley,Sanders,1
1034,Samantha,Miller,1
1035,Anna,Manning,1
1036,Joel,Park,3
1037,Joshua,Coleman,2
1038,Deborah,Wood,2
1039,Charles,Gibson,1
1040,Sarah,Weaver,3
1041,Michael,Ramos,3
1042,Matthew,Pearson,4
1043,Renee,Lawrence,4
1044,David,Copeland,3
1045,Megan,Johnson,1
1046,Robert,Hill,3
1047,Austin,Brown,1
1048,Brandi,Daniels,2
